FPDS_legal_business_name,SBIR_company,FPDS_city,FPDS_state,SBIR_city,SBIR_state,fuzz_score,search_keyword
"AEROASTRO, INC.","AEROASTRO, INC.",ASHBURN,VA,Ashburn,VA,100,"AEROASTRO, INC."
MUONS INC,MUONS INC,BATAVIA,IL,Batavia,IL,100,MUONS INC
"3E TECHNOLOGIES INTERNATIONAL, INC.","3E TECHNOLOGIES INTERNATIONAL, INC.",ROCKVILLE,MD,Rockville,MD,100,"3E TECHNOLOGIES INTERNATIONAL, INC."
"GOMEZ RESEARCH ASSOCIATES, INC.",GOMEZ RESEARCH ASSOCIATES INC,HUNTSVILLE,AL,Huntsville,AL,100,GOMEZ RESEARCH ASSOCIATES INC
"DIVERSIFIED TECHNOLOGIES, INC.","DIVERSIFIED TECHNOLOGIES, INC.",BEDFORD,MA,Bedford,MA,100,"DIVERSIFIED TECHNOLOGIES, INC."
PREMIER SOLUTIONS HI LLC,"Premier Solutions HI, LLC",HONOLULU,HI,Honolulu,HI,100,"Premier Solutions HI, LLC"
"PREMIER SOLUTIONS HI, LLC","Premier Solutions HI, LLC",HONOLULU,HI,Honolulu,HI,100,"Premier Solutions HI, LLC"
"QUEST INTEGRATED, LLC","Quest Integrated, LLC",KENT,WA,Kent,WA,100,"Quest Integrated, LLC"
"DRG UNDERSEA CONSULTING, INC.",DRG Undersea Consulting Inc,RANDOLPH,NJ,Morristown,NJ,100,DRG Undersea Consulting Inc
RENAISSANCE SCIENCES CORPORATION,RENAISSANCE SCIENCES CORPORATION,CHANDLER,AZ,Chandler,AZ,100,RENAISSANCE SCIENCES CORPORATION
"PATHFINDER SYSTEMS, INC.",PATHFINDER SYSTEMS INC,LAKEWOOD,CO,Lakewood,CO,100,PATHFINDER SYSTEMS INC
"PATHFINDER SYSTEMS, INC.",PATHFINDER SYSTEMS INC,LAKEWOOD,CO,Lakewood,CO,100,PATHFINDER SYSTEMS INC
"PATHFINDER SYSTEMS, INC.",PATHFINDER SYSTEMS INC,ARVADA,CO,Lakewood,CO,100,PATHFINDER SYSTEMS INC
"PATHFINDER SYSTEMS, INC.",PATHFINDER SYSTEMS INC,ARVADA,CO,Lakewood,CO,100,PATHFINDER SYSTEMS INC
"DIAMOND VISIONICS, LLC","DIAMOND VISIONICS, LLC",VESTAL,NY,Vestal,NY,100,"DIAMOND VISIONICS, LLC"
RPA ELECTRONIC SOLUTIONS INC.,RPA ELECTRONIC SOLUTIONS INC.,BINGHAMTON,NY,Binghamton,NY,100,RPA ELECTRONIC SOLUTIONS INC.
"LUMIR RESEARCH INSTITUTE, INC.","Lumir Research Institute, Inc.",GRAYSLAKE,IL,Grayslake,IL,100,"Lumir Research Institute, Inc."
"APPLIED VISUAL TECHNOLOGY, INC.",APPLIED VISUAL TECHNOLOGY INC,ORLANDO,FL,Orlando,FL,100,APPLIED VISUAL TECHNOLOGY INC
"SOAR TECHNOLOGY, INC.",SOAR TECHNOLOGY INC,ANN ARBOR,MI,Ann Arbor,MI,100,SOAR TECHNOLOGY INC
"TDC ACQUISITION HOLDINGS, INC.","TDC Acquisition Holdings, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"TDC Acquisition Holdings, Inc."
"OCEAN DESIGN, INC.","OCEAN DESIGN, INC.",DAYTONA BEACH,FL,Ormond Beach,FL,100,"OCEAN DESIGN, INC."
MIKROS SYSTEMS CORPORATION,MIKROS SYSTEMS CORPORATION,PRINCETON,NJ,Princeton,NJ,100,MIKROS SYSTEMS CORPORATION
"3 PHOENIX, INC.","3 Phoenix, Inc.",FAIRFAX,VA,Chantilly,VA,100,"3 Phoenix, Inc."
MIDE TECHNOLOGY CORPORATION,Mide Technology Corporation,WOBURN,MA,Medford,MA,100,Mide Technology Corporation
MIDE TECHNOLOGY CORPORATION,Mide Technology Corporation,WOBURN,MA,Medford,MA,100,Mide Technology Corporation
MIDE TECHNOLOGY CORPORATION,Mide Technology Corporation,MEDFORD,MA,Medford,MA,100,Mide Technology Corporation
MIDE TECHNOLOGY CORPORATION,Mide Technology Corporation,MEDFORD,MA,Medford,MA,100,Mide Technology Corporation
"HYPRES, INC.","HYPRES, INC.",ELMSFORD,NY,Elmsford,NY,100,"HYPRES, INC."
"SCALABLE NETWORK TECHNOLOGIES, INC.","Scalable Network Technologies, Inc.",CULVER CITY,CA,Culver City,CA,100,"Scalable Network Technologies, Inc."
"SPECTRUM PHOTONICS, INC.",SPECTRUM PHOTONICS INC,HONOLULU,HI,Honolulu,HI,100,SPECTRUM PHOTONICS INC
ANDURIL INDUSTRIES INC,ANDURIL INDUSTRIES INC,COSTA MESA,CA,Irvine,CA,100,ANDURIL INDUSTRIES INC
INFRAMAT CORP,INFRAMAT CORP,FARMINGTON,CT,FARMINGTON,CT,100,INFRAMAT CORP
FULLVIEW INC,"Fullview, Inc.",HOLMDEL,NJ,Holmdel,NJ,100,"Fullview, Inc."
SAFE INC,SAFE INC,TEMPE,AZ,Tempe,AZ,100,SAFE INC
CROSSFIELD TECHNOLOGY LLC,Crossfield Technology Llc,AUSTIN,TX,Austin,TX,100,Crossfield Technology Llc
VEXTEC CORPORATION,VEXTEC CORPORATION ,BRENTWOOD,TN,Brentwood,TN,100,VEXTEC CORPORATION 
"APS-MATERIALS, INC.","APS Materials, Inc.",DAYTON,OH,Dayton,OH,100,"APS Materials, Inc."
"PHYSICAL SCIENCES, INC.",Physical Sciences Inc.,ANDOVER,MA,Andover,MA,100,Physical Sciences Inc.
"HERMAN ADVANCED ENGINEERING, INC.","HERMAN ADVANCED ENGINEERING, INC.",DUBLIN,OH,Dublin,OH,100,"HERMAN ADVANCED ENGINEERING, INC."
SCIENTIFIC MONITORING INC,"Scientific Monitoring, Inc.",SCOTTSDALE,AZ,Scottsdale,AZ,100,"Scientific Monitoring, Inc."
"OPTICS 1, INC.","OPTICS 1, INC.",WESTLAKE VILLAGE,CA,Westlake Village,CA,100,"OPTICS 1, INC."
AGILTRON INC,"AGILTRON, INC.",WOBURN,MA,Woburn,MA,100,"AGILTRON, INC."
HALBERD MATCH CORP,Halberd Match Corp,TRENTON,NJ,Trenton,NJ,100,Halberd Match Corp
"ELECTRO STANDARDS LABORATORY, INC.","Electro Standards Laboratory, Inc.",CRANSTON,RI,Cranston,RI,100,"Electro Standards Laboratory, Inc."
"HYPERCOMP, INC.",HYPERCOMP INC,WESTLAKE VILLAGE,CA,Westlake Village,CA,100,HYPERCOMP INC
KOR ELECTRONICS,KOR ELECTRONICS,CYPRESS,CA,Cypress,CA,100,KOR ELECTRONICS
ANALYSIS DESIGN & DIAGNOSTICS INC,ANALYSIS DESIGN & DIAGNOSTICS INC,JACKSONVILLE,FL,Jacksonville,FL,100,ANALYSIS DESIGN & DIAGNOSTICS INC
"GMA INDUSTRIES, INC.","GMA INDUSTRIES, INC.",ANNAPOLIS,MD,Annapolis,MD,100,"GMA INDUSTRIES, INC."
"ADAPTIVE TECHNOLOGIES, INC.","Adaptive Technologies, Inc.",BLACKSBURG,VA,BLACKSBURG,VA,100,"Adaptive Technologies, Inc."
"ADVANCED ROTORCRAFT TECHNOLOGY, INC.","ADVANCED ROTORCRAFT TECHNOLOGY, INC.",SUNNYVALE,CA,Sunnyvale,CA,100,"ADVANCED ROTORCRAFT TECHNOLOGY, INC."
"ORGANIZATIONAL STRATEGIES, INC.",ORGANIZATIONAL STRATEGIES INC,ARLINGTON,VA,Manassas,VA,100,ORGANIZATIONAL STRATEGIES INC
MANAGEMENT SCIENCES INC,MANAGEMENT SCIENCES INC,ALBUQUERQUE,NM,Albuquerque,NM,100,MANAGEMENT SCIENCES INC
GROUP W INC.,GROUP W INC.,FAIRFAX,VA,Fairfax,VA,100,GROUP W INC.
RDRTEC INCORPORATED,RDRTEC INCORPORATED,DALLAS,TX,Dallas,TX,100,RDRTEC INCORPORATED
RDA INC.,RDA Inc.,DOYLESTOWN,PA,Doylestown,PA,100,RDA Inc.
NORTH STAR SCIENTIFIC CORPORATION,NORTH STAR SCIENTIFIC CORPORATION,KAPOLEI,HI,Kapolei,HI,100,NORTH STAR SCIENTIFIC CORPORATION
AEROSPACE MASS PROPERTIES ANALYSIS INC,"AEROSPACE MASS PROPERTIES ANALYSIS, INC.",NORTH WALES,PA,North Wales,PA,100,"AEROSPACE MASS PROPERTIES ANALYSIS, INC."
TOYON RESEARCH CORPORATION,TOYON RESEARCH CORPORATION,GOLETA,CA,Goleta,CA,100,TOYON RESEARCH CORPORATION
W5 TECHNOLOGIES INC,W5 Technologies Inc,SCOTTSDALE,AZ,Scottsdale,AZ,100,W5 Technologies Inc
"ARCHITECTURE TECHNOLOGY, INC.","Architecture Technology, Inc.",EDEN PRAIRIE,MN,Eden Prairie,MN,100,"Architecture Technology, Inc."
"ROCK WEST COMPOSITES, INC.","ROCK WEST COMPOSITES, INC.",SAN DIEGO,CA,San Diego,CA,100,"ROCK WEST COMPOSITES, INC."
"TUCSON EMBEDDED SYSTEMS, INC.","Tucson Embedded Systems, Inc.",TUCSON,AZ,Tucson,AZ,100,"Tucson Embedded Systems, Inc."
"ULTRA COMMUNICATIONS, INC.","ULTRA COMMUNICATIONS, INC.",VISTA,CA,Vista,CA,100,"ULTRA COMMUNICATIONS, INC."
"TEST & EVALUATION SOLUTIONS, LLC","TEST & EVALUATION SOLUTIONS, LLC",WARRENTON,VA,Warrenton,VA,100,"TEST & EVALUATION SOLUTIONS, LLC"
LEAD DOG TECHNOLOGIES,LEAD DOG TECHNOLOGIES,LINDON,UT,Lindon,UT,100,LEAD DOG TECHNOLOGIES
"GLOBAL ENGINEERING AND MATERIALS, INC.","Global Engineering and Materials, Inc.",PRINCETON,NJ,Princeton,NJ,100,"Global Engineering and Materials, Inc."
"OPTO-KNOWLEDGE SYSTEMS, INC.",OPTO-KNOWLEDGE SYSTEMS INC,TORRANCE,CA,Torrance,CA,100,OPTO-KNOWLEDGE SYSTEMS INC
"R CUBED ENGINEERING, LLC",R CUBED ENGINEERING LLC,PALMETTO,FL,Palmetto,FL,100,R CUBED ENGINEERING LLC
"COMPASS SYSTEMS, INC.",COMPASS SYSTEMS INC,LEXINGTON PARK,MD,Johnstown,PA,100,COMPASS SYSTEMS INC
MAGEE TECHNOLOGIES LLC,Magee Technologies LLC,CALIFORNIA,MD,CALIFORNIA,MD,100,Magee Technologies LLC
"MENTIS SCIENCES, INC.",MENTIS SCIENCES INC,MANCHESTER,NH,Manchester,NH,100,MENTIS SCIENCES INC
"KCF TECHNOLOGIES, INC.","KCF TECHNOLOGIES, INC.",STATE COLLEGE,PA,State College,PA,100,"KCF TECHNOLOGIES, INC."
"OPTIMAX SYSTEMS, INC.",OPTIMAX SYSTEMS INC,ONTARIO,NY,Ontario,NY,100,OPTIMAX SYSTEMS INC
"ONYX OPTICS, INC.","ONYX OPTICS, INC.",DUBLIN,CA,Dublin,CA,100,"ONYX OPTICS, INC."
CERANOVA CORPORATION,Ceranova Corporation,MARLBOROUGH,MA,Marlborough,MA,100,Ceranova Corporation
FORWARD PHOTONICS LLC,Forward Photonics LLC,WOBURN,MA,Woburn,MA,100,Forward Photonics LLC
RAM PHOTONICS LLC,RAM PHOTONICS LLC,SAN DIEGO,CA,San Diego,CA,100,RAM PHOTONICS LLC
NAVMAR APPLIED SCIENCES CORP,NAVMAR APPLIED SCIENCES CORP,WARMINSTER,PA,Warminster,PA,100,NAVMAR APPLIED SCIENCES CORP
ESPACE INC,Espace Inc ,HULL,MA,Hull,MA,100,Espace Inc 
HONEYBEE ROBOTICS LTD,"Honeybee Robotics, Ltd.",NEW YORK,NY,Brooklyn,NY,100,"Honeybee Robotics, Ltd."
HONEYBEE ROBOTICS LTD,"Honeybee Robotics, Ltd.",NEW YORK,NY,Brooklyn,NY,100,"Honeybee Robotics, Ltd."
HONEYBEE ROBOTICS LTD,"Honeybee Robotics, Ltd.",BROOKLYN,NY,Brooklyn,NY,100,"Honeybee Robotics, Ltd."
HONEYBEE ROBOTICS LTD,"Honeybee Robotics, Ltd.",BROOKLYN,NY,Brooklyn,NY,100,"Honeybee Robotics, Ltd."
INXITU INC,"inXitu, Inc.",MOUNTAIN VIEW,CA,Mountain View,CA,100,"inXitu, Inc."
"AERODYNE RESEARCH, INC.",AERODYNE RESEARCH INC,BILLERICA,MA,Billercia,MA,100,AERODYNE RESEARCH INC
"BIOSPHERICAL INSTRUMENTS, INC.","Biospherical Instruments, Inc.",SAN DIEGO,CA,San Diego,CA,100,"Biospherical Instruments, Inc."
WHITTINGHILL AEROSPACE,Whittinghill Aerospace,CAMARILLO,CA,Camarillo,CA,100,Whittinghill Aerospace
"COGNIONICS, INC.","Cognionics, Inc.",SAN DIEGO,CA,San Diego,CA,100,"Cognionics, Inc."
FIBER MATERIALS INC.,"Fiber Materials, Inc.",BIDDEFORD,ME,Biddeford,ME,100,"Fiber Materials, Inc."
INDUSTRIAL MEASUREMENT SYSTEMS INC,"Industrial Measurement Systems, Inc.",AURORA,IL,Aurora,IL,100,"Industrial Measurement Systems, Inc."
"PORIFERA, INC.",PORIFERA INC,HAYWARD,CA,San Leandro,CA,100,PORIFERA INC
PARAGON SPACE DEVELOPMENT CORPORATION,Paragon Space Development Corporation,TUCSON,AZ,Tucson,AZ,100,Paragon Space Development Corporation
ENGINEERING ACOUSTICS INCORPORATED,Engineering Acoustics Incorporated,CASSELBERRY,FL,Casselberry,FL,100,Engineering Acoustics Incorporated
E BEAM INC,E BEAM INC,BEAVERTON,OR,Beaverton,OR,100,E BEAM INC
"INFINITY FUEL CELL AND HYDROGEN, INC.","Infinity Fuel Cell and Hydrogen, Inc.",WINDSOR,CT,Windsor,CT,100,"Infinity Fuel Cell and Hydrogen, Inc."
SIERRA LOBO INC,"Sierra Lobo, Inc. ",FREMONT,OH,Fremont,OH,100,"Sierra Lobo, Inc. "
"THERMACORE, INC.","THERMACORE, INC.",LANCASTER,PA,Lancaster,PA,100,"THERMACORE, INC."
"WEBCORE TECHNOLOGIES, INC.","Webcore Technologies, Inc.",MIAMISBURG,OH,Miamisburg,OH,100,"Webcore Technologies, Inc."
COLLIER RESEARCH AND DEVELOPMENT CORPORATION,Collier Research And Development Corporation,HAMPTON,VA,Hampton,VA,100,Collier Research And Development Corporation
"DR. BEN CURATOLO, INC.","DR. BEN CURATOLO, INC.",CLEVELAND,OH,Valley View,OH,100,"DR. BEN CURATOLO, INC."
TECHLAND RESEARCH INC,"TechLand Research, Inc.",NORTH OLMSTED,OH,North Olmsted,OH,100,"TechLand Research, Inc."
"QUALTECH SYSTEMS, INC.",QUALTECH SYSTEMS INC,EAST HARTFORD,CT,Rocky Hill,CT,100,QUALTECH SYSTEMS INC
KWJ ENGINEERING INC.,KWJ ENGINEERING INC,NEWARK,CA,Newark,CA,100,KWJ ENGINEERING INC
DIRECTED VAPOR TECHNOLOGIES INTERNATIONAL INC,"Directed Vapor Technologies International, Inc.",CHARLOTTESVILLE,VA,Charlottesville,VA,100,"Directed Vapor Technologies International, Inc."
FREE FORM FIBERS L.L.C.,Free Form Fibers L.L.C.,SARATOGA SPRINGS,NY,Saratoga Springs,NY,100,Free Form Fibers L.L.C.
COLORADO ELECTRONICS INC,COLORADO ELECTRONICS INC,FORT COLLINS,CO,Fort Collins,CO,100,COLORADO ELECTRONICS INC
SPORIAN MICROSYSTEMS INC,SPORIAN MICROSYSTEMS INC,LAFAYETTE,CO,Lafayette,CO,100,SPORIAN MICROSYSTEMS INC
TAO OF SYSTEMS INTEGRATION INC,Tao Of Systems Integration Inc,HAMPTON,VA,Hampton,VA,100,Tao Of Systems Integration Inc
SYSTEMS TECHNOLOGY INC,"Systems Technology, Inc.",HAWTHORNE,CA,Hawthorne,CA,100,"Systems Technology, Inc."
"ACELLENT TECHNOLOGIES, INC","ACELLENT TECHNOLOGIES, INC",SUNNYVALE,CA,Sunnyvale,CA,100,"ACELLENT TECHNOLOGIES, INC"
RIDGETOP GROUP INC,"RIDGETOP GROUP, INC.",TUCSON,AZ,Tucson,AZ,100,"RIDGETOP GROUP, INC."
ROLLING HILLS RESEARCH CORP,ROLLING HILLS RESEARCH CORP,EL SEGUNDO,CA,El Segundo,CA,100,ROLLING HILLS RESEARCH CORP
MUSYN INC,MUSYN Inc,SAINT PAUL,MN,Minneapolis,MN,100,MUSYN Inc
"EMPIRICAL SYSTEMS AEROSPACE, INC.",EMPIRICAL SYSTEMS AEROSPACE INC,OCEANO,CA,San Luis Obispo,CA,100,EMPIRICAL SYSTEMS AEROSPACE INC
"FLEXSYS, INC.",FLEXSYS INC,ANN ARBOR,MI,Ann Arbor,MI,100,FLEXSYS INC
Q PEAK INCORPORATED,Q-PEAK INCORPORATED,BEDFORD,MA,Bedford,MA,100,Q-PEAK INCORPORATED
"WASATCH PHOTONICS, INC","WASATCH PHOTONICS, INC.",LOGAN,UT,Logan,UT,100,"WASATCH PHOTONICS, INC."
"MAYA SOFTWARE, INC.","MAYA SOFTWARE, INC.",CUPERTINO,CA,Cupertino,CA,100,"MAYA SOFTWARE, INC."
DYNAMIC SENSING TECHNOLOGIES,Dynamic Sensing Technologies,AMHERST,MA,Amherst,MA,100,Dynamic Sensing Technologies
"EMERGENT SPACE TECHNOLOGIES, INC","EMERGENT SPACE TECHNOLOGIES, INC.",GREENBELT,MD,Laurel,MD,100,"EMERGENT SPACE TECHNOLOGIES, INC."
"FLIGHT LANDATA, INC.","Flight Landata, Inc.",NORTH ANDOVER,MA,North Andover,MA,100,"Flight Landata, Inc."
EPIR TECHNOLOGIES INC,EPIR TECHNOLOGIES INC,BOLINGBROOK,IL,Bolingbrook,IL,100,EPIR TECHNOLOGIES INC
"QUEST THERMAL GROUP, LLC","Quest Thermal Group, LLC",ARVADA,CO,Arvada,CO,100,"Quest Thermal Group, LLC"
AIR LOCK INCORPORATED,"AIR-LOCK, INCORPORATED",MILFORD,CT,Milford,CT,100,"AIR-LOCK, INCORPORATED"
"WASK ENGINEERING, INC.","WASK Engineering, Inc.",CAMERON PARK,CA,Cameron Park,CA,100,"WASK Engineering, Inc."
"INVOCON, INC.","Invocon, Inc.",CONROE,TX,Conroe,TX,100,"Invocon, Inc."
"INVOCON, INC.","Invocon, Inc.",CONROE,TX,Conroe,TX,100,"Invocon, Inc."
"INVOCON, INC.","Invocon, Inc.",SHENANDOAH,TX,Conroe,TX,100,"Invocon, Inc."
"INVOCON, INC.","Invocon, Inc.",SHENANDOAH,TX,Conroe,TX,100,"Invocon, Inc."
"ELECTROCHEM, INC.","Electrochem, Inc.",WOBURN,MA,Woburn,MA,100,"Electrochem, Inc."
"TRS CERAMICS, INC.","TRS CERAMICS, INC.",STATE COLLEGE,PA,State College,PA,100,"TRS CERAMICS, INC."
"INNOVATIVE ENGINEERING SOLUTIONS, INC.","INNOVATIVE ENGINEERING SOLUTIONS, INC.",MURRIETA,CA,Murrieta,CA,100,"INNOVATIVE ENGINEERING SOLUTIONS, INC."
"TECHSHOT, INC.","TECHSHOT, INC.",GREENVILLE,IN,Greenville,IN,100,"TECHSHOT, INC."
ORBITAL TECHNOLOGIES CORPORATION,Orbital Technologies Corporation,MADISON,WI,Madison,WI,100,Orbital Technologies Corporation
"SONETICOM, INC.","Soneticom, Inc.",MELBOURNE,FL,West Melboune,FL,100,"Soneticom, Inc."
ASTROBOTIC TECHNOLOGY INC,"Astrobotic Technology, Inc.",PITTSBURGH,PA,Pittsburgh,PA,100,"Astrobotic Technology, Inc."
QUEST PRODUCT DEVELOPMENT CORPORATION,Quest Product Development Corporation,ARVADA,CO,Arvada,CO,100,Quest Product Development Corporation
CERALINK INC.,"Ceralink, Inc.",TROY,NY,Troy,NY,100,"Ceralink, Inc."
"BLUE SUN ENTERPRISES, INC","BLUE SUN ENTERPRISES, INC",BOULDER,CO,Boulder,CO,100,"BLUE SUN ENTERPRISES, INC"
"SIERRA LOBO, INC.","Sierra Lobo, Inc. ",FREMONT,OH,Fremont,OH,100,"Sierra Lobo, Inc. "
DERIVATION SYSTEMS INC,"Derivation Systems, Inc.",CARLSBAD,CA,Carlsbad,CA,100,"Derivation Systems, Inc."
"ADVR, INC","ADVR, INC.",BOZEMAN,MT,Bozeman,MT,100,"ADVR, INC."
NANOTECHLABS INC,NanoTechLabs Inc.,YADKINVILLE,NC,Yadkinville,NC,100,NanoTechLabs Inc.
COMET TECHNOLOGY CORPORATION,Comet Technology Corporation ,ANN ARBOR,MI,Ann Arbor,MI,100,Comet Technology Corporation 
CLEAR SCIENCE CORP,CLEAR SCIENCE CORP,HARFORD,NY,Harford,NY,100,CLEAR SCIENCE CORP
GENERAL NANO LLC,General Nano LLC,CINCINNATI,OH,Cincinnati,OH,100,General Nano LLC
"INTERNATIONAL MEZZO TECHNOLOGIES, INC.","International Mezzo Technologies, Inc.",BATON ROUGE,LA,Baton Rouge,LA,100,"International Mezzo Technologies, Inc."
"SOUTHERN AIR AVIATION, INC","Southern Air Aviation, Inc",CARLSBAD,CA,Carlsbad,CA,100,"Southern Air Aviation, Inc"
FREQUENCY MANAGEMENT INTERNATIONAL INC,FREQUENCY MANAGEMENT INTERNATIONAL INC,HUNTINGTON BEACH,CA,Huntington Beach,CA,100,FREQUENCY MANAGEMENT INTERNATIONAL INC
"PHYSICS, MATERIALS, AND APPLIED MATHEMATICS RESEARCH L.L.C.","Physics, Materials, and Applied Mathematics Research L.L.C.",BRYAN,TX,Tucson,AZ,100,"Physics, Materials, and Applied Mathematics Research L.L.C."
REFLECTIVE X-RAY OPTICS LLC,"Reflective X-ray Optics, LLC",NEW YORK,NY,New York,NY,100,"Reflective X-ray Optics, LLC"
"STREAMLINE NUMERICS, INC.","STREAMLINE NUMERICS, INC.",GAINESVILLE,FL,Gainesville,FL,100,"STREAMLINE NUMERICS, INC."
"PRECISION COMBUSTION, INC.","PRECISION COMBUSTION, INC.",NORTH HAVEN,CT,North Haven,CT,100,"PRECISION COMBUSTION, INC."
"AI SIGNAL RESEARCH, INC.","AI Signal Research, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"AI Signal Research, Inc."
"IN SPACE, L.L.C.",IN SPACE LLC,WEST LAFAYETTE,IN,West Lafayette,IN,100,IN SPACE LLC
"BLUE RIDGE RESEARCH AND CONSULTING, LLC","Blue Ridge Research And Consulting, LLC",ASHEVILLE,NC,Asheville,NC,100,"Blue Ridge Research And Consulting, LLC"
"CARBON CARBON ADVANCED TECHNOLOGIES, INC.","Carbon Carbon Advanced Technologies, Inc.",KENNEDALE,TX,Kennedale,TX,100,"Carbon Carbon Advanced Technologies, Inc."
ORMOND LLC,"Ormond, LLC",AUBURN,WA,Auburn,WA,100,"Ormond, LLC"
UMPQUA RESEARCH COMPANY,UMPQUA RESEARCH COMPANY,MYRTLE CREEK,OR,Myrtle Creek,OR,100,UMPQUA RESEARCH COMPANY
"LEAPING CATCH, LLC","Leaping Catch, LLC",TITUSVILLE,FL,Titusville,FL,100,"Leaping Catch, LLC"
GEOSPATIAL RESEARCH INNOVATION DESIGN,Geospatial Research Innovation Design,CORPUS CHRISTI,TX,Corpus Christi,TX,100,Geospatial Research Innovation Design
INNOSENSE LLC,Innosense Llc,TORRANCE,CA,Torrance,CA,100,Innosense Llc
"LAKE SHORE CRYOTRONICS, INC.","Lake Shore Cryotronics, Inc.",WESTERVILLE,OH,Westerville,OH,100,"Lake Shore Cryotronics, Inc."
DALLAS OPTICAL SYSTEMS INC,Dallas Optical Systems Inc,ROCKWALL,TX,Rockwall,TX,100,Dallas Optical Systems Inc
EDWARD POPE DR,EDWARD POPE DR,WESTLAKE VILLAGE,CA,Westlake Village,CA,100,EDWARD POPE DR
GENESIC SEMICONDUCTOR INC.,GENESIC SEMICONDUCTOR INC.,DULLES,VA,Dulles,VA,100,GENESIC SEMICONDUCTOR INC.
OPHIR CORPORATION,OPHIR CORPORATION,LITTLETON,CO,Littleton,CO,100,OPHIR CORPORATION
"SOUTHWEST SCIENCES, INC.",SOUTHWEST SCIENCES INC,SANTA FE,NM,Santa Fe,NM,100,SOUTHWEST SCIENCES INC
"EXTREME DIAGNOSTICS, INC.","Extreme Diagnostics, Inc.",BOULDER,CO,Boulder,CO,100,"Extreme Diagnostics, Inc."
METAMAGNETICS INC.,METAMAGNETICS INC,CANTON,MA,Westborough,MA,100,METAMAGNETICS INC
"ADVALUE PHOTONICS, INC.","Advalue Photonics, Inc.",TUCSON,AZ,Tucson,AZ,100,"Advalue Photonics, Inc."
"HYPER TECH RESEARCH, INC.",HYPER TECH RESEARCH INC,COLUMBUS,OH,Columbus,OH,100,HYPER TECH RESEARCH INC
"LITESPAR, INC.","LITESPAR, INC.",TUCSON,AZ,Oro Valley,AZ,100,"LITESPAR, INC."
"TERMINAL VELOCITY AEROSPACE, LLC","TERMINAL VELOCITY AEROSPACE, LLC",ATLANTA,GA,Atlanta,GA,100,"TERMINAL VELOCITY AEROSPACE, LLC"
"TETHERS UNLIMITED, INC.","TETHERS UNLIMITED, INC.",BOTHELL,WA,Bothell,WA,100,"TETHERS UNLIMITED, INC."
INNOVATIVE TECH APPLICATIONS LLC,INNOVATIVE TECH APPLICATIONS LLC,CHESTERFIELD,MO,Chesterfield,MO,100,INNOVATIVE TECH APPLICATIONS LLC
"SPECTRA RESEARCH, INC.","Spectra Research, Inc.",DAYTON,OH,Dayton,OH,100,"Spectra Research, Inc."
"PREDICTIONPROBE, INC.","PredictionProbe, Inc.",NEWPORT BEACH,CA,Newport Beach,CA,100,"PredictionProbe, Inc."
"STRUCTURED MATERIALS INDUSTRIES, INC.","STRUCTURED MATERIALS INDUSTRIES, INC.",PISCATAWAY,NJ,Piscataway,NJ,100,"STRUCTURED MATERIALS INDUSTRIES, INC."
"MODUS OPERANDI, INC","Modus Operandi, Inc.",INDIALANTIC,FL,Melbourne,FL,100,"Modus Operandi, Inc."
UNIVERSAL DISPLAY CORPORATION,UNIVERSAL DISPLAY CORPORATION,EWING,NJ,Ewing,NJ,100,UNIVERSAL DISPLAY CORPORATION
DECISIVE ANALYTICS CORPORATION,DECISIVE ANALYTICS CORPORATION,ARLINGTON,VA,Arlington,VA,100,DECISIVE ANALYTICS CORPORATION
ALICO SYSTEMS INC,Alico Systems Inc,TORRANCE,CA,Torrance,CA,100,Alico Systems Inc
"EOIR TECHNOLOGIES, INC.","EOIR Technologies, Inc.",ABERDEEN PROVING GROUND,MD,Spotsylvania,VA,100,"EOIR Technologies, Inc."
"TECHNEST, INC.","TECHNEST, INC.",BETHESDA,MD,BETHESDA,MD,100,"TECHNEST, INC."
TECHNOVATIVE APPLICATIONS,TECHNOVATIVE APPLICATIONS,BREA,CA,Brea,CA,100,TECHNOVATIVE APPLICATIONS
"PROLOGIC, INC.","PROLOGIC, INC.",FAIRMONT,WV,Fairmont,WV,100,"PROLOGIC, INC."
SKIAMETRICS INC,"SKIAMETRICS, INC.",WINCHESTER,MA,Winchester,MA,100,"SKIAMETRICS, INC."
FD SOFTWARE ENTERPRISES LLC,FD SOFTWARE ENTERPRISES LLC,BANGOR,PA,Bangor,PA,100,FD SOFTWARE ENTERPRISES LLC
FD SOFTWARE ENTERPRISES LLC,FD SOFTWARE ENTERPRISES LLC,BANGOR,PA,Bangor,PA,100,FD SOFTWARE ENTERPRISES LLC
FD SOFTWARE ENTERPRISES LLC,FD SOFTWARE ENTERPRISES LLC,EAST STROUDSBURG,PA,Bangor,PA,100,FD SOFTWARE ENTERPRISES LLC
FD SOFTWARE ENTERPRISES LLC,FD SOFTWARE ENTERPRISES LLC,EAST STROUDSBURG,PA,Bangor,PA,100,FD SOFTWARE ENTERPRISES LLC
"BIOMIMETIC SYSTEMS, INC.","BIOMIMETIC SYSTEMS, INC.",CAMBRIDGE,MA,Cambridge,MA,100,"BIOMIMETIC SYSTEMS, INC."
